show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3582,Movie,Satyameva Jayate,T.C. Christensen,"Erik Peters, Alain Beger","United States, Portugal","June 26, 2021",1935.0,PG,176 min,"Horror, Science Fiction, Suspense","India is the world's hub for child sex trafficking. Shivani Shivaji Roy, Senior Inspector, Crime Branch, Mumbai Police, sets out to confront the mastermind behind a child trafficking mafia, who makes the mistake of kidnapping and smuggling a teenage girl, Pyari. What follows is a cat and mouse game between a fearless cop and a young and ruthless mafia kingpin in a war which is very personal."
s5064,TV Show,Daniel Tiger's Neighborhood,Yen-Ping Chu,"Joni Eareckson Tada, Bert Remsen, Katherine DeHetre, Cooper Huckabee, John Milford, Michael Mancini","Japan, France","April 10, 2021",2013.0,13+,137 min,"Action, Documentary, Sports",A young math genius discovers a huge solar storm on the verge of destroying the Earth's power grid and he must alert the world before a powerful businessman stops him.
s478,TV Show,George Carlin: It's Bad For Ya!,Clive Donner,"Kôji Fujiyama, Reiko Kasahara, Akira Natsuki","Australia, Colombia, United Kingdom","May 29, 2021",1953.0,NR,193 min,"Fitness, Special Interest","Pari is a supernatural horror film in which a man attempts to help a woman named Ruksana, an abuse victim, who he found chained up in a hut."
s8569,TV Show,MAGI  The Tensho Boys’ Embassy  (Japanese Ver),Alexander T. Hwang,"Matt Angel, Veronica Sixtos, Kurt Fuller, Michaela Watkins, Georges Corraface, Ken Davitian, Maiara Walsh, Madison Riley, Devon Werkheiser, Ally Maki, Danny Max","United States, United Kingdom, Germany","April 27, 2021",1943.0,16,150 min,"Arthouse, Documentary, Music Videos and Concerts","After a timid milkman knocks unconscious a boxing champion who was accosting his sister, he decides to take up boxing himself in order to impress a beautiful nightclub singer."
s643,TV Show,#Home (4K UHD),K. S. Prakash Rao,"Jiiva, Sri Divya, Radha Ravi, Soori, Raadhika, Thambi Ramaiah","India, South Africa, Brazil","June 4, 2021",1968.0,R,81 min,Fitness,"This film traces the rise of the Great White Shark 11 million years ago in the wake of dramatic changes in Earth's oceans and climate. At the end of an age dominated by giant ocean predators, white sharks evolved in tandem with seals and other pinnipeds in response to cooling conditions. This film is the result of a decade of filming white sharks by renowned ""Shark Week"" cameraman Andy Casagrande."
s4960,TV Show,Cannibal Women In The Avocado Jungle Of Death,Chris Lee,"Santhanam, Shritha Sivadas, Deepti, Rajendran, Bipin, Urvashi","United Kingdom, United States","August 29, 2021",2017.0,TV-PG,163 min,"Action, Horror",A demented prison doctor performs gruesome shock therapy experiments on inmates.
s7145,Movie,Kittie: Live at the London Music Hall,Zach Lamplugh,"Bo Huang, Luodan Wang, Zhuo Tan, Bai-Ke, Lu Huang",France,,1957.0,NR,74 min,"Special Interest, Western","A veteran, Lucas Doolin (Robert Mitchum), comes home from the Korean War to the mountains and takes over the family moonshining business. He must battle big-city gangsters who are trying to take over the business & the law, headed by Troy Barret (Gene Barry) who are trying to put him in prison. A Film-Noir spectacular southern cult classic, filled with hot rods & vintage cars. Action-packed!"
s1109,TV Show,Sergio Ramos,William Bindley,,Belgium,"September 14, 2021",1962.0,ALL_AGES,77 min,"Arthouse, Drama, LGBTQ",A story about Alzheimer's and Dementia of how two women made it home.
s2402,TV Show,The Pilgrim's Progress,Xabier Berraondo,"Mark Waschke, Karel Roden, Hannah Hurzsprung","United States, Germany, Brazil, Italy","June 22, 2021",1960.0,PG-13,135 min,"Comedy, Drama, International","Raheem gets killed when he tries to save a blind man in a train. When the police close the case stating suicide, Raheem's girlfriend asks Shivalingeshwaran, a CID officer, to investigate the death."
s9406,Movie,Jim Henson's The Storyteller,Rajnarendra,"James Garner, Julie Andrews","Denmark, Sweden, United States","October 10, 2021",1941.0,NC-17,76 min,"LGBTQ, Suspense","A family man who witnessed a hit-man carry out a killing as a child decides to carry out contract executions in the suburbs of Melbourne, but soon finds himself also working as a hit-man, making his life far more complicated."
s1225,TV Show,,Kishore Tirumala,"Frank Sinatra, Eleanor Parker, Kim Novak, Arnold Stang, Darren McGavin","Japan, France","September 15, 2021",1948.0,TV-Y,187 min,"Arts, Entertainment, and Culture, Fantasy, Science Fiction","Sandeep, a bank executive & Pinky, a suspended cop, are marked for a kill. Phones tapped, accounts blocked, they escape but escaping is not freedom."
s2541,Movie,All That Matters,Lee Friedlander,"Fred Tatasciore, Jessica McKenna, Weird Al Yankovic, Aimee Mann, Kate Micucci, Dana Snyder, Ennis Esmer, Lennon Parham, Roger L. Jackson, Betsy Sodaro, Lonny Ross, Jon Luke Thomas, Kat Palardy","India, Sweden","October 4, 2021",2012.0,NOT_RATE,157 min,"Adventure, Drama, Faith and Spirituality","Reunited by the British seaside, three generations of women seek to rebuild their lives in a new home. But Marielle, the youngest, finds her loyalties tested by the arrival of a mysterious stranger, whose destructive behavior threatens their bonds."
s2348,TV Show,About Hope,BRB International,"Samuthirakani, Thambi Ramaiah, Yuvan, Mahima Nambiar, Junior Balaiah","India, United States, United Kingdom, Canada, China","August 14, 2021",1979.0,AGES_16_,8 Seasons,"Action, Animation, Fantasy","Buster the Bus is the smallest, youngest, yellow bus in town. When he finds himself in close scrapes his courage and bravery will help save the day. Follow Buster learn about being cleaned in the car wash, rescuing his friends from the storm and even how to decorate a Christmas tree!"
s2510,,Good Newwz,Tor Ramsey,"Jennifer Beals, Elizabeth Berkley, Jesse, Eisenberg, Isabella Rossellini, Campbell Scott",South Africa,"July 20, 2021",2019.0,AGES_18_,240 min,"Kids, Special Interest, Unscripted","Chul, Seop, and Deok-kyu are desperate for just one performance, but even being on a club stage is hard. Im-Jae, the freewheeling leader of the band always disappears. Deok-kyu who makes a living with rap wants to play only the blues, but people no longer"
s6663,TV Show,Solomon & Gaenor,Richard Pearce,Biswa Kalyan Rath,"United States, United Kingdom","May 24, 2021",1963.0,PG-13,111 min,"Arthouse, Comedy","In a never-before-seen side of life in Pakistan, this film follows the stories of three transgender people, each of whom represent a different way of life in Pakistan."
s1790,TV Show,(500) Days Of Summer,KAUSHIK GANGULY,"Matthew Magnusson, David O'Hara, Leonard Kelly Young, Shaw Jones, Kevin Jackson, Mayuri Bhandari, Bobby Quinn Rice, Craig Randell Fleming, Elaine Lockhart, Keyara Millinar, Mo Beatty, Ian Neville, William Knight",Japan,"June 18, 2021",1929.0,TV-G,69 min,"Arthouse, Horror, International","When co-workers have a hard time getting along with each other they are forced to do team building exercises at a bar, when things take an unexpected turn for the worse. With a Boss Like Anus, Things are Bound to Go Wrong..."
s1960,TV Show,Social Animals,Vincent Carter,"Sharman Joshi, Aishwarya Devan, Govind Namdev, Kranti Prakash Jha, Manoj Joshi, Akhilendra Mishra, Manoj Pahwa","United States, Japan, Singapore, South Korea","May 9, 2021",2005.0,ALL,14 Seasons,"Drama, Romance, Suspense",Icy Demons navigate more sonic terrain than Lewis and Clark over the course of their performance at New York's Knitting Factory.
s5445,Movie,The Demon's Waltz,Amit Saxena,"Johnny Royal, Adam Kendall, Chris Sanders, Ernest Chapman, Robert Doan, Dr. Jim Tresner, Robert Davis, R. Stephen Doan, Dr. Douglas Roberts, Ryan Driber, Dr. John Cooper, Adam Wolf, Greg Cherry, joseph Kindoll","Japan, France","May 11, 2021",1946.0,18+,74 min,"Drama, Science Fiction",New York City street principles get an East Side Kid in trouble at a Civilian Conservation Corps camp.
s5269,,Beautiful Joe,Vivek Sharma,"Roger Ebert, Martin Scorsese, Errol Morris, Werner Herzog, Chaz Ebert","United States, Mexico","October 8, 2021",1924.0,TV-Y7,111 min,"Comedy, Western",A young man from the Black Town of 1970’s segregated Madras finds himself with the opportunity to redeem his boxing clan and himself from years of defeat. Can he do it? Will he be allowed to?
s1369,Movie,Last Of The Pony Riders,Joseph Kane,"Zach Galifianakis, Jerry Seinfeld, Hillary Clinton, President Barack Obama, Justin Bieber, Brad Pitt, Steve Carell, Bradley Cooper, Ben Stiller, Jimmy Kimmel, Michael Cera, Jon Hamm, Natalie Portman, Charlize Theron, Conan O'Brien, Andy Richter, Sean Penn, Bruce Willis, Jennifer Aniston, Tila Tequila, Will Ferrell, Jennifer Lawrence, James Franco, Naomi Watts, Anne Hathaway, Christoph Waltz, Amy Adams, Jessica Chastain, Sally Field, Cardi B, Wayne Knight","United Kingdom, France, United States","September 26, 2021",1934.0,NOT_RATE,,"Documentary, Suspense","Old Goats is the hilarious and heartfelt story of a trio of spirited senior citizens on a quest to make the most of their sunset years. Friends Bob, Britt and Dave are each confronting aging in his own unique fashion: Dave rebels against his wife's plans for their new retirement, hoarder Britt struggles with online dating, and lively ladies man Bob juggles a hyperactive social schedule."
s6252,Movie,Bunnyman Vengeance,Cheuk Man Au,Chennagowda,"United States, Canada","April 24, 2021",1926.0,TV-14,105 min,Western,A teenage boy aspires to be a priest. But he's tormented by a demon bent on possessing him. Will his faith be enough to save his soul?
s8731,TV Show,Yuvarathnaa (Kannada),Jang Hoon,,"United States, Canada","July 12, 2021",2013.0,TV-NR,19 Seasons,"Drama, Romance",Killer crocodiles and their offspring terrorize residents of a small community.
s7597,Movie,Do You Like Broccoli Ice Cream? & More Kids Songs - Super Simple Songs,"Richard Kahn, Richard C. Kahn, Bill Karn","Gary Oldman, Kippei Shiina, Kyoko Hasegawa, Misa Shimizu, Takumi Bando","United States, Germany, Japan, United Kingdom, Hong Kong","July 23, 2021",1927.0,16+,1 min,"Faith and Spirituality, Music Videos and Concerts","Over a 27-year broadcast run, Inside Sportfishing became the highest-rated, longest-running fishing show in Fox Sports history. Covering both fresh and saltwater fishing over 3 decades, our crews have traveled the globe to capture the most exciting and diverse fishing ever filmed, with season 6 spanning Alaska, Australia, Minnesota, Southern California, the Eastern Sierras and more!"
s150,Movie,Arpo the Robot for All Kids - NannyBot vs ARPO & More Cartoons for Kids,Robin Hardy,"Vishwak Sen, Saloni Mishra, Harshita Gaur, Vivek Tony, Uttej","India, United States","October 6, 2021",1944.0,16,41 min,"Action, Kids","While returning from a military expedition a helicopter crash lands a commando unit in a dense, remote tropical jungle - a lost world populated by dinosaurs. Now they must find a way out of this isolated valley before becoming prey for prehistoric predators."
s5903,Movie,Die Hard 2 (4K UHD),Aparna Sen,"John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Ray Stevenson, Patrick Fugit, Willem Dafoe, Salma Hayek, Orlando Jones, Frankie Faison, Jane Krakowski","United States, Germany, Italy","September 4, 2021",1989.0,NR,155 min,"Documentary, Drama, Kids","Politically insightful legendary comedian, D.L. Hughley, takes the stage at the Regency Theatre in San Francisco. Hughley riffs on current affairs and reviews everything from legalizing marijuana to the value of having nosey white neighbors."
s6198,TV Show,Jessica,Garson Kanin,Bobby R. Inman,"United States, Portugal",,1975.0,PG-13,99 min,"Anime, International, Kids","In this explosive action saga, Sylvester Stallone, Curtis Jackson, and Dave Bautista play security experts who fight to rescue Breslin’s girlfriend and a tech mogul’s daughter from a formidable prison known as Devil’s Station."
s8368,TV Show,Tamara,Julian Jarrold,"Miranda Richardson, Christiane Noll, Martin Vidnovic, Ian Richardson",Mexico,"August 1, 2021",1932.0,ALL_AGES,81 min,"Drama, Historical, Military and War","Lili is forced to give up her dog Hagen because its mixed-breed is deemed ""unfit"" by The State. She and the dog begin a journey back to each other, while all of the ""unfit"" dogs rise up under a new leader, Hagen."
s243,Movie,Life Lessons from Little Baby Bum,Jeff Buhler,"Paul Reiser, Helen Hunt, John Pankow, Richard Kind, Abby Quinn, Kecia Lewis, Anne Ramsay",France,"September 17, 2021",1972.0,NR,1 Season,"Adventure, Science Fiction, Suspense",Arnez is back in in his element as he performs gutbusting impressions and tells stories of his family life in this one-hour special. His spastic comedy will leave you howling.
s2706,Movie,Damlelya Babachi Kahani,Kurt Kuenne,"Eddie Izzard, Emily Taheny, Vanessa Guide",Egypt,"October 5, 2021",1933.0,TV-NR,96 min,"Drama, Historical, International","Four nurses career minded to the point go neglecting their families, were relentless even at their jobs, They breached most of the medical ethics regarding the treatment they gave their patients and many lives had to pay..."
s4584,TV Show,Soothing Surf at Carmel Beach for Sleep,Douglas Cheek,"John Wayne, Marion Burns, Earle Hodgins, Yakima Canutt, Reed Howes, Perry Murdock, Gino Corrado, Gordon Clifford, Tex Palmer, Herman Hack, Earl Dwire","United States, Italy","July 27, 2021",1969.0,NOT_RATE,127 min,Talk Show and Variety,"Students from a reputed college participate in an inter college competition. However, as they come close to the finals, they face several conflicts amongst themselves."
s5561,TV Show,Kaijudo: Rise of the Duel Masters,Lorna Tucker,"Anil Kapoor, Farha Naaz, Shabana Azmi, Asrani, Beena Banerjee, Prem Chopra, Ketki Dave, Renu Joshi, Annu Kapoor, Shakti Kapoor, Sameer Khakhar, Suresh Oberoi, Sharat Saxena, Rahul Singh, Tanuja, Ajit Vachani","United Kingdom, Canada, United States","July 23, 2021",1938.0,AGES_18_,187 min,"Action, Adventure, Documentary","An army veteran returns home to find her brother, only to discover a lost boy in the woods behind her home. After taking him in, she discovers local folklore about a lifedraining spirit that comes in the form of a child; the Tatterdemalion."
s8164,Movie,The History of Time Travel,Jason Cunningham,Barry Brewer,Spain,"September 2, 2021",1977.0,16+,46 min,"Arts, Entertainment, and Culture, Drama, Kids",3 High school buddies are doing everything they can to become social media famous.
s1870,Movie,Foul Play,Amar Kaushik,"Gail O'Grady, Grant Show, Chelsea Hobbs",Switzerland,"May 12, 2021",1962.0,NR,72 min,"Arts, Entertainment, and Culture, Drama, Kids","In 1979, two bodies were buried in the grounds of an isolated country mansion. For the guilty, those bizarre shallow graves are a timebomb just waiting to explode..."
s5216,TV Show,,Eytan Rockaway,Laura Alexandra,"United States, India","June 3, 2021",2017.0,16,162 min,"Arts, Entertainment, and Culture, Young Adult Audience","In the fourth and final series, the end of university life is drawing near, and when JP's brother pays an unexpected visit, it's a wakeup call for all the housemates."
s2622,Movie,For the Emperor,James Snider,"Wallace Ford, Frank Sully, Harry Holman, Luana Walters, Lafayette McKee, Danny Duncan, Earle Hodgins","United Kingdom, United States","September 26, 2021",2011.0,7+,151 min,,"Featuring rare photos and behind-the-scenes home movies, this special provides a fascinating look at two of the most famous and intriguing women of all time, Debbie Reynolds and Carrie Fisher."
s2223,Movie,Angel Mountain,Reinhold Bilgeri,"Kaya Scodelario, Jessica Biel, Jimmi Simpson","Australia, United States, Germany","August 1, 2021",1963.0,NR,9 min,"Special Interest, Sports","Sin-Dee is back. Upon hearing that her pimp boyfriend was unfaithful during the days she was jailed, the sex worker and her friend, Alexandra, set out to get to the bottom of this. Their odyssey leads them through subcultures of Los Angeles."
s2216,TV Show,Captain Sabertooth,"D. Rama Naidu, B. Gopal",,"United States, Italy",,1945.0,13+,45 min,"Documentary, Special Interest",The incredible true story of notorious mobster John Gotti and his rise to power as head of one of the largest and most dangerous crime organizations in North America: the Gambino Family.
s572,Movie,"Cougars, Inc.",Siddharth P Malhotra,"Gina La Piana, Robert Miano, Johann Urb, Silvia Spross","United States, Sweden, Norway","May 19, 2021",1968.0,UNRATED,48 min,"Action, Documentary",This is the synopsis for my Indian title. It describes what will happen in the movie and entices the viewer to watch the show.
s3375,Movie,Iraq's Secret Sex Trade,Katoria Chanyasubkit,"Ryan Phillippe, Malin Akerman, Taylor Kitsch, Neels van Jaarsveld","United States, China","May 1, 2021",1967.0,TV-NR,15 Seasons,"Horror, Science Fiction",Award winning and nominated animation short film compilation from around the world.
s2268,TV Show,Life With Father - A Restored Color Classic with William Powell & Elizabeth Taylor,Megan Griffiths,"Kyle Cruz-Cordova, Andrew Vandegrift, Brian Ricardo Nakanishi, Art Razo, Andrew Hook, Blackwell Hird, Anthony Kelly, Dylan Tompkins, Jasper Johnson, Troy Harris, Henry Grossen, Dalton Wooldridge, Charlie Grossen, Jessica Magers, Peter Greenwood, Ashley Reichert, Kevin Durkin, Andrew Comden, Luke Chambers, John Anchondo, David Mahan","United States, India","September 22, 2021",2002.0,NOT_RATE,,"Horror, Suspense",All Wired Outdoors Season 11 episodes
s2872,Movie,The Stonecutter,Andrew Jarecki,"James Caan, Lauren Hutton, Paul Sorvino, Morris Carnovsky, Jacqueline Brookes","India, Sweden","September 12, 2021",1970.0,7+,33 min,Faith and Spirituality,"Learning to love again is a challenging task, and even more challenging when running your own business. Will the past of Ashley Valentine cause her to miss out on love? Or will she recognize the love that's been there all along?"
s9256,TV Show,Hollow Scream,Benjamin DeJesus,"Eartha Kitt, Frederick O'Neal, Henry Scott, Rex Ingram, James Edwards, Isabel Cooley",South Africa,"October 7, 2021",2011.0,TV-NR,25 min,"Action, Suspense","Pavan moves into a new house with his wife, Pallavi, and two children. When unnatural events begin to occur in the house, he consults a exorcist who makes a stunning revelation about Pallavi."
s5136,Movie,World War II: Saving the Reality,"Micaela Wittman, Arthur De Larroche","Chuck Zito, Robert Clohessy, Joan Jett, Edward Asner, Vincent Pastore, Kevin Brown",Malaysia,"September 14, 2021",1971.0,TV-G,72 min,"Fantasy, Kids","Joan Collins stars as Esther in this melodramatic colorful Biblical story. The setting is Persia in the fourth century B.C., as Esther comes to the attention of the recently widowed King Ahasuerus. Before the King can pair off with Esther and defeat the villainous Haman, there are several intervening adventures and an additional, attractive woman who competes for attention."
s9645,TV Show,Mutants,Richard Rowntree,"Jeff Simpson, Diong Chae Lian","United States, France","September 12, 2021",1922.0,16,162 min,"Action, Documentary, Faith and Spirituality","A stagecoach sets off across the untamed wilderness carrying a mixed assortment of characters whose journey is complicated by an Apache raiding party. Directed by John Ford, the original 1939 Stagecoach has long been recognized as one of the most influential films ever made & transcends the Western genre. Winner of 2 Academy Awards & 5 Nominations, it features John Wayne in his breakthrough role!"
s2890,TV Show,Sunnyside,"D.J. Viola, Arch Hall Sr.","Eric Roberts, Ron Perlman, Lesley-Anne Down, Brian Cousins",Belgium,"May 1, 2021",1928.0,PG-13,19 Seasons,"Action, Documentary, Special Interest","Jaggi, a farmer, travels to Australia in order to save his village. Once there, he is chased by a few goons and ultimately kidnaps a girl from her own wedding."
s3047,TV Show,Trackside Goons,David Grubin,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones",Malaysia,"September 29, 2021",1944.0,7+,156 min,"Action, Romance, Suspense","Explore the impressive underwater landscapes and fascinating species of one of the biggest wonders on our planet-The Red Sea. Filmed in stunning 4K, this mesmerizing nautical journey features, many of the 1,200 different sea creatures that have made the naturally and artificially formed coral reefs their home beneath these mystical waters."
s4432,Movie,Johnny Frank Garrett's Last Word,"Harold Schuster, Harold D. Schuster",Bob Saget,"United States, Sweden, Norway","May 9, 2021",1994.0,13+,153 min,"Action, Romance, Western",See what life is like at the Rafa Nadal Academy by Movistar through some of the most promising tennis players in the world. Live an entire season with eight junior and professional players.
s2583,TV Show,Berserkers,Sven Unterwaldt,Iliza Shlesinger,"United Kingdom, United States, India","April 10, 2021",2007.0,TV-MA,40 min,"Documentary, Drama, Horror","The sense of smell dominates the lives of three women from different walks of life. Veena is curious about her college mate Mangesh, Sarang deals with a divorce and Janaki struggles with isolation."
s2755,Movie,Being Ian,Alex Zamm,"Michael Socha, Michaela Coel, Jim Howick, Michael Smiley",Netherlands,"August 4, 2021",1975.0,16+,139 min,"Drama, Suspense","The trail to the top of the world leads to terror as Americans on a Himalayan climbing expedition are led into the mountainous lair of the ape-like Yeti by a sinister native guide. Producer-director Jerry Warren specialized in movies made with few dollars and less sense, but here he is at the top of his low-budget game with a twisty script and an abominable snowman run amok!"
s7068,Movie,The Romanoffs,Dustin Rikert,"Max Hubacher, Aaron Altaras, Jessy Moravec","United States, China","June 22, 2021",1992.0,16,177 min,,"In the vein of ""Supersize Me"", Damon Gameau becomes a human guinea-pig when he puts himself through a grueling 6 week diet consuming the equivalent of 40 teaspoons of sugar a day."
s2894,TV Show,Nuvvante Pichhe,Timo Joh Mayer,"Anna Hutchison, Nikolás Rincón, Taliana Vargas, Julián Arango, Constanza Duque, David Ojalvo","United States, China","May 13, 2021",1934.0,TV-14,61 min,Suspense,"Vamsi, a matchmaking consultant, fixes the marriage of a doctor's daughter, Swathi, with Chatrapathi. Things change when she mistakes Vamsi to be her future husband."
s654,Movie,Chris Ramsey: Approval Needed,Harry S. Webb,"Sri Balaji, Sony Charishta, Chitti Babu, Rishika, Nellai Siva","United States, United Kingdom","May 22, 2021",2000.0,16,193 min,"Comedy, Faith and Spirituality, Kids",Handsome prince and fashion assistant fall in love amidst a Christmas fashion show.
s153,,Elvira's Movie Macabre: Don't Look In The Basement,Vivek Athreya,"Kehinde Bankole, Richard Mofe-Damijo, Enyinna Nwigwe, Adeyemi Okanlawon, Keira Hewatch, Okey Uzoeshi, Iretiola Doyle, Ini Dima Okojie, Labelle Vitien, Charles Inojie, Esther Audu, Chima Precious, Ruby Nwosu","Switzerland, India","September 9, 2021",2011.0,16+,90 min,LGBTQ,"Feeling neglected by his own family, devoted father Joseph White (Morgan) starts a secret friendship with Alice Vaille (Barnes), who formerly worked for him. Joseph's kid's happen to see the pair together and assume the two are having an affair. The kids gather together and beg him to end the relationship. Alice then decides to come to Joseph's home herself to talk to his children, and reassures them that the friendship is completely platonic and scolds them for thinking so poorly of their father. The family reconciles and begins to appreciate each other more, and Alice decides to let the friendship go and move on with her life, leaving the family in peace. A moving family story."
s8322,Movie,Nicholas and Alexandra,Bryan G. Thompson,"Santhanam, Tara Alisha, Sowcar Janaki, Anandaraj, Rajendran, Aadukalam Naren",Switzerland,"June 25, 2021",1931.0,PG-13,53 min,"Documentary, Drama, Horror","When a merciless district attorney is sentenced to death, he meets a streetwise young woman on the run from the law who changes everything. Haunted by his past, he's desperate to put things right, and he's running out of time."
s9474,Movie,USAISAMONSTER,Richard Whorf,"Harrison Ford, Lesley-Anne Down, Christopher Plummer, Alec McCowen, Richard Masur, Michael Sacks, Patsy Kensit, John Ratzenberger, Jay Benedict","Germany, Canada, United States, France, United Kingdom",,1997.0,AGES_16_,6 Seasons,"Action, Military and War","Alice Hardy had it all, until her new neighbors moved in. Suddenly, missing students and a rising body count bring detectives, the police and crime dogs to her door. Desperate to untangle all the secrets and lies, Alice turns her gaze onto family and friends... only to realize she might be next in line for murder."
s5850,TV Show,See You Soon,Jeff Goodman,"Laura Harring, Gerardo Mejia, Roy Werner, Barbara Eden","Ireland, Belgium, France, Luxembourg, United Kingdom","June 11, 2021",2004.0,TV-PG,65 min,"Action, Kids, Military and War",A young mom's lapse in attention leads to a calamity.
s4443,TV Show,Hampton's Legion,Tasha Hubbard,"William Mapother, Sean Patrick Thomas, Doug Hutchison, Karl Geary, Laura Leighton, Jocelin Donahue, Clancy Brown","United Kingdom, India","October 10, 2021",1975.0,UNRATED,23 min,"Drama, Faith and Spirituality, Romance","Red Ryder and Little Beaver solve a case involving a murdered banker and bank fraud in a small Western town. Starring ""Wild Bill"" Elliott, Robert Blake, and Alice Fleming."
s4210,Movie,Captain Scarlett,Jim Sharman,"David Ashby, Gabi Barton, Olive Black, Rebecca Bower",France,,2010.0,TV-Y7,480 min,"Drama, Military and War, Suspense","When solar debris crashes down to Earth unleashing widespread devastation, the resulting solar radiation causes genetic mutations to all who come into contact. As the radioactivity spreads rapidly, and with governments and military around the globe on the brink of collapse, a group of friends band together to flee the mayhem, desperate and with the hope of finding refuge."
s3022,TV Show,Nursery Rhymes Volume 9 by Little Baby Bum - Party Time,Neil Goss,"Antonio Banderas, Golshifteh Farahani, Rupert Everett, Clément Sibony, Henry Goodman, Pierre Niney, Irene Escolar","Australia, United States, Germany","October 3, 2021",2006.0,AGES_16_,171 min,"Documentary, Military and War","Vroomiz is a high-octane series that features a cast of funny and lovable talking vehicles shaped like adorable animals. In Zippy City every adventure is a high-speed race filled with learning, leaning to the curves, swoop through the loop-de-loops and put the pedal to the metal."
s8624,TV Show,,Chris Conlee,"Tangi Miller, Mandy Amano, DeeDee Bigelow",New Zealand,"April 4, 2021",1955.0,UNRATED,60 min,"Arts, Entertainment, and Culture, Young Adult Audience",An aircraft designer falls for the wife of an imprisoned gangster. All goes well until the gangster gets out of prison.
s6618,,Tom Clancy's The Division: Agent Origins,Keisuke Yoshida,Peng Tien,Brazil,"May 1, 2021",1948.0,G,0 min,"Romance, Western","Venture back through the mists of time to the glorious lost age of King Arthur, the sorcerer Merlin and the valiant Knights of the Round Table. Enter into the magical and timeless realm of Camelot! Produced by Golden Films/Directed by Diane Eskenazi"
s5023,,More To Life,Paul Dugdale,"Ric-Hard, Omar Gooding, Aman Royal, Samuel Monroe Jr.","United States, Thailand","September 26, 2021",2019.0,TV-PG,146 min,"Action, Romance, Western","As alien invaders plot to conquer the Earth, two Boy Scouts steal a mini-submarine and discover Gamera in their midst. Transported to the alien's spaceship, the Scouts are menaced by the evil inhabitants, including Viras, a squid-like monster that grows to colossal size to battle Gamera."
s5592,Movie,Danny Boy,Anthony Fabian,"Kevin Cheng, Chrissie Chau, Cecilia Han, Liu Xiafeng, Yu Rongguang, Bruce Leung","United Kingdom, United States","June 20, 2021",1978.0,TV-G,60 min,"Drama, International, Special Interest","After a canceled tour, flailing musician Jesse Lirette (Arron Shiver) seeks out an old flame in a small town in Northern New Mexico. When an arrogant attempt at inserting himself into her family fails, he must confront the mistakes of his past on his own."
s8485,TV Show,,Jamal Doctor,"Lorena Segura York, Garrett Westton, Bill Engvall, Bethany Peterson, Dariush A. Moslemi","Kosovo, Albania, United States, Georgia","October 8, 2021",1995.0,AGES_18_,3 min,"Action, Comedy, Suspense",A collection of historical films documenting the issues of the problems in marriage.
s5830,TV Show,The Man From Cheyenne,Michael Lehmann,"Huang Shao Qi, Huo Zheng Qi","United Kingdom, United States, India","July 24, 2021",1984.0,TV-14,29 Seasons,"Action, Adventure, Western","Pioneer – Rebel – Genius | Don’t miss Rosamund Pike in the incredible, true-story of Marie Curie and her Nobel Prize-winning work that changed the world."
s3040,TV Show,Candy,Juliane Block,"Nara Rohit, Nanditha","United States, Switzerland","September 10, 2021",1953.0,18+,170 min,"Kids, Special Interest","Tex is up against a group of hooded outlaws as he tries to find out who's behind the killing of a mine owner. When he shoots one, he uses the hood to infiltrate the gang. Almost caught by them, he escapes only to be arrested by the Sheriff who thinks he's one of the gang."
s8133,TV Show,All or Nothing: Tottenham Hotspur,Sam Friedman,"Annette Bening, Aidan Quinn, Stephen Rea, Robert Downey, Paul Guilfoyle, Dennis Boutsikaris","United States, United Arab Emirates","July 8, 2021",1940.0,18+,50 min,"Drama, Special Interest","In this animated feature, animals from all around the world gather to stage and compete in their own Olympic games. The animal kingdom's ZOO network covers the events held on Animal Olympic Island. They feature a variety of summer and winter sports including marathon running, gymnastics, figure skating, bobsledding, swimming, and more!"
s1525,Movie,30 Day Promise,Vishwa Bhanu,"Aaron Taylor-Johnson, John Cena, Laith Nakli","United States, Portugal","April 30, 2021",1976.0,AGES_16_,,"Animation, Arts, Entertainment, and Culture, Comedy","When a code that could save the world is secretly injected into a member of the 5 Elements clan, the fate of humanity and the world become intertwined with his fight for survival."
s8827,TV Show,Behind The Sightings,"Tihany Sengupta, Vipul Mathur","Mariel Hemingway, Doug Savant, Jenna Leigh Green, Wanda Cannon","United States, Japan","May 29, 2021",2002.0,16+,3 min,"Arthouse, Horror, Science Fiction","A tough marshal with political ambitions leads an elite posse to capture a notorious criminal. He succeeds, but instead of cheering him, the public turns against him."
s1682,Movie,The Perfect Match (1987),Aakash Motiani,Elvira Mistress of Dark,Italy,"May 19, 2021",1938.0,UNRATED,77 min,"Documentary, Drama, Special Interest",These New Yorkers create shoegazing soundtracks to the movies in their heads.
s5922,TV Show,Randolph Scott & Robert Mitchum in Gung Ho! - A WWII Marine Classic,Ramana S. Venkat,"Emily Goss, K. Danor Gerald, Brad Schmidt, Danielle Deadwyler","India, Sweden","May 2, 2021",2003.0,ALL,,"Action, Arthouse, Romance","Three girls out for a night of partying, steal a car. finding themselves stranded in a secluded area, they panic and decide to try to spend the night in the home of a local resident. They picked the wrong house!"
